Date,Time,PT08.S1(CO),PT08.S2(NMHC),NOx(GT),PT08.S3(NOx),NO2(GT),T,RH,AH,CO(GT)
6/17/2004,7:00:00,1277,1388,254,611,100,20.2,54.5,1.2777,3.6
6/17/2004,8:00:00,1335,1496,300,562,125,21.9,49.9,1.2957,4.8
6/17/2004,9:00:00,1297,1353,281,588,154,25.2,43,1.3548,3.7
6/17/2004,10:00:00,1041,979,169,837,125,28,36.6,1.3603,1.9
6/17/2004,11:00:00,1027,936,152,867,117,27.1,38.3,1.3548,1.7
6/17/2004,12:00:00,1037,969,127,841,105,27.4,37,1.3319,1.9
6/17/2004,13:00:00,1014,954,118,865,103,29.4,32.9,1.3244,1.8
6/17/2004,14:00:00,1007,971,120,866,106,31.3,28.7,1.2885,1.7
6/17/2004,15:00:00,998,958,125,881,107,31.5,28.7,1.3058,1.8
6/17/2004,16:00:00,1014,958,117,878,102,30.9,30.3,1.3306,1.7
6/17/2004,17:00:00,1157,1160,166,738,124,31.4,30.3,1.3689,2.8
6/17/2004,18:00:00,1225,1281,180,683,133,30.7,31.4,1.3686,3.6
6/17/2004,19:00:00,1131,1194,172,726,125,29,33.4,1.3169,3.3
6/17/2004,20:00:00,1111,1126,160,754,124,27.3,37.5,1.342,2.9
6/17/2004,21:00:00,976,909,103,878,97,25.8,40.9,1.3389,1.7
6/17/2004,22:00:00,1016,929,87,868,94,25.2,43,1.358,1.7
6/17/2004,23:00:00,1177,1156,147,684,120,24.6,45.8,1.394,2.8
6/18/2004,0:00:00,1013,999,120,791,105,24,47.3,1.3914,1.8
6/18/2004,1:00:00,886,813,63,936,81,23.5,48.3,1.3777,1
6/18/2004,2:00:00,791,658,30,1140,43,24,45.8,1.3467,0.5
6/18/2004,3:00:00,762,618,-200,1214,-200,22.2,50.7,1.3405,0.4
6/18/2004,4:00:00,740,568,19,1259,32,22.8,48.1,1.3184,0.3
6/18/2004,5:00:00,775,628,27,1178,36,21.9,50.1,1.3002,0.4
6/18/2004,6:00:00,872,833,65,947,59,20.4,54.1,1.28,0.8
6/18/2004,7:00:00,1123,1134,169,711,92,20.8,52.6,1.2758,2.2
6/18/2004,8:00:00,1306,1522,244,535,121,22.8,47.9,1.3156,4.4
6/18/2004,9:00:00,1237,1332,274,605,151,25.2,42.9,1.3552,3.7
6/18/2004,10:00:00,1143,1146,202,701,142,29.3,34.8,1.397,2.5
6/18/2004,11:00:00,1170,1168,186,703,141,33.3,27.8,1.4013,2.5
6/18/2004,12:00:00,1116,1128,153,739,129,34.9,24.9,1.363,2.3
6/18/2004,13:00:00,1054,1069,112,785,106,36.1,22.7,1.3324,2
6/18/2004,14:00:00,1083,1097,117,765,125,37.6,21.1,1.3478,2
6/18/2004,15:00:00,1078,1069,109,782,126,37.3,21.9,1.3761,2.1
6/18/2004,16:00:00,1104,1143,133,747,147,37.2,21.6,1.3514,2.4
6/18/2004,17:00:00,1170,1257,185,693,180,35.6,23.4,1.341,3.1
6/18/2004,18:00:00,1091,1201,167,738,164,33.1,24.3,1.2087,2.9
6/18/2004,19:00:00,1216,1318,218,673,180,30.5,29.5,1.2635,3.5
6/18/2004,20:00:00,1125,1179,171,719,153,28.7,35.8,1.3834,2.9
6/18/2004,21:00:00,971,881,78,916,105,26.6,42.2,1.4452,1.5
6/18/2004,22:00:00,1062,984,84,816,98,25.2,46.6,1.4733,1.7
6/18/2004,23:00:00,1140,1109,110,714,107,24.7,47.7,1.4649,2.2
6/19/2004,0:00:00,1038,992,87,802,87,24.4,47.4,1.4301,1.6
6/19/2004,1:00:00,935,836,58,909,80,23.3,49.9,1.4135,1
6/19/2004,2:00:00,861,729,39,1043,62,23.8,47.3,1.3783,0.6
6/19/2004,3:00:00,839,678,-200,1062,-200,22.9,50.2,1.3808,0.6
6/19/2004,4:00:00,850,703,38,1021,54,21.2,55,1.3689,0.6
6/19/2004,5:00:00,817,651,41,1109,56,21.7,52.6,1.35,0.5
6/19/2004,6:00:00,825,667,47,1079,62,22.8,48.9,1.3424,0.5
6/19/2004,7:00:00,921,792,72,943,72,23.5,47.6,1.3611,0.9
6/19/2004,8:00:00,1031,945,100,806,86,24.6,44.9,1.3661,1.4
6/19/2004,9:00:00,1092,967,104,801,99,27,39.9,1.402,1.6
6/19/2004,10:00:00,1095,923,109,843,98,29.3,35.9,1.4411,1.6
6/19/2004,11:00:00,1097,964,103,822,102,31.2,32.4,1.4517,1.7
6/19/2004,12:00:00,1101,972,75,819,84,34.4,26.6,1.423,1.7
6/19/2004,13:00:00,1060,991,72,833,83,36.1,22.1,1.3004,1.5
6/19/2004,14:00:00,-200,-200,56,-200,68,-200,-200,-200,1.2
6/19/2004,15:00:00,-200,-200,51,-200,63,-200,-200,-200,1.2
6/19/2004,16:00:00,-200,-200,52,-200,65,-200,-200,-200,1.1
6/19/2004,17:00:00,-200,-200,46,-200,63,-200,-200,-200,1
6/19/2004,18:00:00,-200,-200,44,-200,56,-200,-200,-200,1.1
6/19/2004,19:00:00,-200,-200,72,-200,77,-200,-200,-200,1.6
6/19/2004,20:00:00,-200,-200,88,-200,91,-200,-200,-200,1.7
6/19/2004,21:00:00,-200,-200,56,-200,70,-200,-200,-200,1.4
6/19/2004,22:00:00,-200,-200,82,-200,95,-200,-200,-200,1.7
6/19/2004,23:00:00,-200,-200,125,-200,113,-200,-200,-200,2.4
6/20/2004,0:00:00,-200,-200,144,-200,109,-200,-200,-200,2.3
6/20/2004,1:00:00,-200,-200,54,-200,65,-200,-200,-200,1.2
6/20/2004,2:00:00,-200,-200,48,-200,60,-200,-200,-200,1
6/20/2004,3:00:00,-200,-200,-200,-200,-200,-200,-200,-200,1.4
6/20/2004,4:00:00,-200,-200,41,-200,62,-200,-200,-200,-200
6/20/2004,5:00:00,-200,-200,40,-200,60,-200,-200,-200,1
6/20/2004,6:00:00,-200,-200,48,-200,65,-200,-200,-200,0.9
6/20/2004,7:00:00,-200,-200,44,-200,55,-200,-200,-200,0.8
6/20/2004,8:00:00,-200,-200,59,-200,66,-200,-200,-200,1
6/20/2004,9:00:00,-200,-200,59,-200,67,-200,-200,-200,1.2
6/20/2004,10:00:00,-200,-200,53,-200,64,-200,-200,-200,1.2
6/20/2004,11:00:00,-200,-200,42,-200,59,-200,-200,-200,1
6/20/2004,12:00:00,-200,-200,43,-200,59,-200,-200,-200,1
6/20/2004,13:00:00,-200,-200,23,-200,36,-200,-200,-200,0.6
6/20/2004,14:00:00,-200,-200,22,-200,35,-200,-200,-200,0.7
6/20/2004,15:00:00,-200,-200,37,-200,54,-200,-200,-200,0.8
6/20/2004,16:00:00,-200,-200,53,-200,71,-200,-200,-200,1.1
6/20/2004,17:00:00,-200,-200,68,-200,86,-200,-200,-200,1.4
6/20/2004,18:00:00,-200,-200,125,-200,114,-200,-200,-200,2.8
6/20/2004,19:00:00,-200,-200,96,-200,105,-200,-200,-200,2.5
6/20/2004,20:00:00,-200,-200,75,-200,87,-200,-200,-200,1.6
6/20/2004,21:00:00,-200,-200,74,-200,85,-200,-200,-200,1.4
6/20/2004,22:00:00,-200,-200,92,-200,91,-200,-200,-200,2.3
6/20/2004,23:00:00,-200,-200,136,-200,108,-200,-200,-200,4.2
6/21/2004,0:00:00,-200,-200,119,-200,99,-200,-200,-200,3
6/21/2004,1:00:00,-200,-200,76,-200,83,-200,-200,-200,2.2
6/21/2004,2:00:00,-200,-200,21,-200,36,-200,-200,-200,0.6
6/21/2004,3:00:00,-200,-200,-200,-200,-200,-200,-200,-200,0.3
6/21/2004,4:00:00,732,544,15,1353,24,18.9,55.2,1.1895,0.3
6/21/2004,5:00:00,809,681,52,1108,43,18.2,57.6,1.193,0.5
6/21/2004,6:00:00,934,911,85,857,64,18.6,56,1.1865,1.3
6/21/2004,7:00:00,1132,1220,177,691,91,20.8,48,1.1702,2.5
6/21/2004,8:00:00,1221,1386,232,626,109,23.3,38.6,1.0919,3.7
6/21/2004,9:00:00,1024,1111,201,770,110,25.1,32.4,1.017,2.5
6/21/2004,10:00:00,938,987,134,862,111,27.8,25.8,0.9473,1.8
6/21/2004,11:00:00,869,897,104,965,106,29.6,21,0.8548,1.5
6/21/2004,12:00:00,846,930,89,947,104,30.2,18,0.7613,1.5
6/21/2004,13:00:00,838,868,66,1005,76,30.1,18.5,0.7747,1.2
6/21/2004,14:00:00,875,912,85,978,84,29.5,19.4,0.7872,1.4
6/21/2004,15:00:00,907,961,105,920,102,31.1,18.2,0.8079,1.6
6/21/2004,16:00:00,889,939,99,920,102,30.3,19,0.8103,1.6
6/21/2004,17:00:00,969,1064,132,834,124,30.1,19.3,0.8083,2.2
6/21/2004,18:00:00,1051,1157,186,760,147,28.6,22.3,0.859,3
6/21/2004,19:00:00,1043,1181,174,736,138,26.1,28.3,0.9407,3
6/21/2004,20:00:00,1043,1121,149,736,126,24.5,35.7,1.0807,2.7
6/21/2004,21:00:00,1007,1027,114,798,112,23.1,41.5,1.1582,2.1
6/21/2004,22:00:00,966,959,92,838,95,21.8,46.3,1.1913,1.6
6/21/2004,23:00:00,920,875,75,915,80,20.9,48.9,1.1945,1.3
6/22/2004,0:00:00,889,831,74,956,79,20.5,49.9,1.1903,1.1
6/22/2004,1:00:00,825,715,35,1062,49,20,50.9,1.1794,0.7
6/22/2004,2:00:00,758,580,22,1215,36,22.1,44.3,1.1665,0.4
6/22/2004,3:00:00,735,533,-200,1338,-200,21,47.5,1.1666,0.2
6/22/2004,4:00:00,719,522,24,1385,40,19.8,50.3,1.1444,0.2
6/22/2004,5:00:00,757,596,30,1236,37,19,52.8,1.1489,0.3
6/22/2004,6:00:00,890,831,93,922,67,17.8,56.5,1.1375,0.9
6/22/2004,7:00:00,1181,1255,332,632,106,18.2,55.8,1.1529,3.1
6/22/2004,8:00:00,1332,1556,387,523,134,20.6,47.7,1.1448,5
6/22/2004,9:00:00,1128,1124,267,717,123,22.8,41.9,1.1496,2.8
6/22/2004,10:00:00,1128,1126,269,725,136,27.1,31.7,1.1147,2.8
6/22/2004,11:00:00,1064,1069,193,766,109,30.4,26.4,1.131,2.1
6/22/2004,12:00:00,1139,1240,239,702,144,31.1,26.2,1.1647,3.1
6/22/2004,13:00:00,1121,1214,232,707,154,31.4,25.3,1.1444,3
6/22/2004,14:00:00,1032,1083,152,776,126,30.8,26.7,1.168,2.1
6/22/2004,15:00:00,1040,1022,115,826,98,31.8,25.6,1.1868,1.7
6/22/2004,16:00:00,1076,1105,169,762,120,33.5,22.9,1.1649,2.2
6/22/2004,17:00:00,1177,1310,226,656,145,33.1,23.5,1.1673,3.5
6/22/2004,18:00:00,1196,1303,218,654,139,31.7,25.9,1.1883,3.6
6/22/2004,19:00:00,1204,1381,245,623,148,29,30.4,1.2013,4.1
6/22/2004,20:00:00,1166,1304,236,646,139,27.4,33.6,1.2095,4
6/22/2004,21:00:00,959,949,104,857,93,25.2,36.4,1.1528,1.8
6/22/2004,22:00:00,1004,997,104,813,96,24,39.6,1.1662,1.7
6/22/2004,23:00:00,1050,1105,144,729,104,23.8,39.6,1.1558,2.4
6/23/2004,0:00:00,965,900,79,864,83,22.9,43.6,1.1974,1.2
6/23/2004,1:00:00,849,744,51,1004,66,22.8,43.9,1.202,0.8
6/23/2004,2:00:00,809,666,38,1093,55,21.8,47.3,1.2189,0.5
6/23/2004,3:00:00,777,609,-200,1170,-200,21.7,47.3,1.2135,0.3
6/23/2004,4:00:00,768,591,24,1183,37,20.8,50.3,1.2207,-200
6/23/2004,5:00:00,768,597,30,1155,40,21.7,46.8,1.2031,0.4
6/23/2004,6:00:00,917,842,73,934,51,20.3,52.3,1.2367,1
6/23/2004,7:00:00,1252,1380,305,579,117,20.5,52.3,1.245,3.8
6/23/2004,8:00:00,1224,1268,295,605,110,21.7,49.6,1.2673,3.2
6/23/2004,9:00:00,1277,1300,331,608,136,24,43.1,1.2677,3.5
6/23/2004,10:00:00,1149,1192,304,672,152,28.5,31.7,1.2144,3.2
6/23/2004,11:00:00,1091,1082,210,746,119,32.2,25.1,1.189,2.3
6/23/2004,12:00:00,1053,1087,163,763,106,34.9,20.5,1.1279,2.2
6/23/2004,13:00:00,1023,1042,132,796,101,35.4,19.9,1.1222,2.1
6/23/2004,14:00:00,1085,1075,126,767,110,34.4,22.5,1.205,1.9
6/23/2004,15:00:00,1116,1120,150,724,124,34.8,22.8,1.2488,2.4
6/23/2004,16:00:00,1111,1131,171,735,137,34.3,22.4,1.1907,2.5
6/23/2004,17:00:00,1210,1316,234,645,159,32.5,25.3,1.2165,3.6
6/23/2004,18:00:00,1250,1339,251,616,152,31.3,27.3,1.2234,3.9
6/23/2004,19:00:00,1297,1408,294,595,166,30.2,29,1.2224,4.4
6/23/2004,20:00:00,1313,1345,300,603,163,28.5,33.3,1.2775,4.8
6/23/2004,21:00:00,1146,1084,159,713,121,27.3,35.3,1.2606,2.5
6/23/2004,22:00:00,1199,1152,176,685,125,26.1,37.8,1.2575,2.8
6/23/2004,23:00:00,1274,1197,192,626,120,24.7,47.1,1.44,3.2
6/24/2004,0:00:00,1243,1072,152,675,103,23.6,59.8,1.7193,2.6
6/24/2004,1:00:00,1054,923,63,783,64,23.3,60.5,1.706,1.5
6/24/2004,2:00:00,962,778,35,929,44,23.3,59.4,1.6753,1
6/24/2004,3:00:00,915,690,-200,983,-200,22.9,57.7,1.5902,0.8
6/24/2004,4:00:00,871,639,21,1062,35,23.7,53.5,1.546,0.6
6/24/2004,5:00:00,877,658,41,1047,46,21.2,60.9,1.5092,0.6
6/24/2004,6:00:00,893,696,48,1008,54,22.1,56.2,1.48,0.7
6/24/2004,7:00:00,1030,851,102,824,68,21.9,57,1.4742,1.2
6/24/2004,8:00:00,1059,926,111,783,77,24.7,45.9,1.4061,1.5
6/24/2004,9:00:00,1020,860,93,864,74,27,40.8,1.4286,1.3
6/24/2004,10:00:00,1045,840,118,879,92,29.1,37.4,1.4833,1.6
6/24/2004,11:00:00,1029,866,93,874,83,31.1,32.4,1.4351,1.5
6/24/2004,12:00:00,959,763,56,976,58,31.9,30.3,1.4125,1.2
6/24/2004,13:00:00,975,798,51,939,55,32.8,28.9,1.412,1.1
6/24/2004,14:00:00,988,813,52,927,61,33.4,27.8,1.4119,1.2
6/24/2004,15:00:00,971,818,59,942,65,35.3,23.7,1.3331,1.3
6/24/2004,16:00:00,999,899,62,869,74,35.8,22.4,1.2915,1.4
6/24/2004,17:00:00,989,889,85,889,89,35.3,20.8,1.1664,1.6
6/24/2004,18:00:00,1075,1020,109,802,103,33.3,23.9,1.2085,2.1
6/24/2004,19:00:00,1190,1177,168,695,128,30.3,30.8,1.3044,3
6/24/2004,20:00:00,1172,1108,166,706,122,28.3,34.5,1.3084,2.8
6/24/2004,21:00:00,1256,1340,149,594,125,27.1,38.9,1.3758,3.8
6/24/2004,22:00:00,1190,1203,118,658,119,25.4,43.2,1.3805,3.2
6/24/2004,23:00:00,1249,1310,160,601,126,24.6,45.3,1.3767,4.1
6/25/2004,0:00:00,1072,1120,124,711,100,23.7,46,1.3346,2.6
6/25/2004,1:00:00,1035,1011,95,750,94,23,48.1,1.3322,2
6/25/2004,2:00:00,839,690,34,1030,52,24.8,43.4,1.3366,0.9
6/25/2004,3:00:00,833,671,-200,1061,-200,23.1,47.4,1.3208,0.7
6/25/2004,4:00:00,804,616,45,1144,64,21.7,50.2,1.2917,0.6
6/25/2004,5:00:00,811,651,35,1097,46,21.9,50.7,1.3138,0.6
6/25/2004,6:00:00,1028,934,141,818,88,20.1,57,1.3216,1.6
6/25/2004,7:00:00,1138,1141,199,671,104,21.5,51.8,1.3129,2.6
6/25/2004,8:00:00,1203,1185,224,649,125,22.9,48.7,1.3416,2.9
6/25/2004,9:00:00,1193,1136,245,667,151,25.7,41,1.3351,2.8
6/25/2004,10:00:00,1049,898,153,858,113,29.9,33.2,1.3793,1.9
6/25/2004,11:00:00,1090,942,145,828,102,32.9,28,1.3789,1.9
6/25/2004,12:00:00,1070,976,130,808,108,34,25.6,1.3363,2.1
6/25/2004,13:00:00,1014,970,95,826,93,34.7,22.6,1.2297,1.9
6/25/2004,14:00:00,972,912,88,882,89,35.5,20.3,1.1586,1.6
6/25/2004,15:00:00,951,880,89,920,84,35.9,18.8,1.0912,1.6
6/25/2004,16:00:00,1033,1038,127,802,111,36.2,18.6,1.0945,2.1
6/25/2004,17:00:00,983,1094,149,817,115,35.4,15.3,0.8613,2.4
6/25/2004,18:00:00,973,1128,170,813,127,32.9,15.5,0.7649,2.8
6/25/2004,19:00:00,1083,1237,210,737,129,29.9,19.8,0.8211,3.4
6/25/2004,20:00:00,1062,1176,230,763,140,28.1,22.4,0.8394,3.4
6/25/2004,21:00:00,1011,1122,203,808,137,26.1,24.7,0.8233,2.7
6/25/2004,22:00:00,1054,1110,174,765,130,25,28.7,0.8944,2.6
6/25/2004,23:00:00,1013,1038,164,793,121,24.3,31,0.9268,2.3
6/26/2004,0:00:00,870,823,76,975,79,24,31.2,0.919,1.2
6/26/2004,1:00:00,857,769,52,1006,69,22.4,34.9,0.9362,1
6/26/2004,2:00:00,835,739,47,1036,61,21.2,37.6,0.9355,0.9
6/26/2004,3:00:00,844,759,-200,1005,-200,19.5,42.3,0.9461,1.1
6/26/2004,4:00:00,763,622,37,1129,58,21.2,39.4,0.9802,-200
6/26/2004,5:00:00,769,606,41,1171,58,19.5,42.4,0.9515,0.4
6/26/2004,6:00:00,891,790,74,960,70,18.6,45.8,0.9723,0.9
6/26/2004,7:00:00,1037,993,168,779,104,19.7,44.1,1.0039,1.8
6/26/2004,8:00:00,1090,1065,176,728,109,21.9,39.4,1.0243,2.2
6/26/2004,9:00:00,1117,1118,184,716,129,24.5,34.3,1.0407,2.4
6/26/2004,10:00:00,1109,1074,187,761,144,30,25.6,1.0674,2.3
6/26/2004,11:00:00,961,939,118,912,101,34.5,18.9,1.0168,1.6
6/26/2004,12:00:00,985,919,89,918,90,36.3,17.5,1.0411,1.4
6/26/2004,13:00:00,960,909,70,910,86,37.7,16,1.0231,1.4
6/26/2004,14:00:00,927,806,51,1013,69,38.3,15.8,1.0465,1
6/26/2004,15:00:00,958,795,52,1002,65,38.4,17.5,1.1609,1
6/26/2004,16:00:00,1019,842,70,935,73,37.2,20.5,1.2813,1.2
6/26/2004,17:00:00,1010,816,80,955,73,34,26.4,1.3781,1.3
6/26/2004,18:00:00,1030,844,90,917,78,32.3,30.4,1.445,1.5
6/26/2004,19:00:00,1100,946,111,827,98,30.5,33.9,1.4564,1.9
6/26/2004,20:00:00,1079,909,107,861,99,29.2,37.8,1.5098,1.8
6/26/2004,21:00:00,1036,859,73,900,83,28.4,39.1,1.4881,1.4
6/26/2004,22:00:00,1085,959,75,827,88,27.7,40.6,1.4828,1.7
6/26/2004,23:00:00,1214,1151,144,683,117,27.2,42.5,1.5069,2.7
6/27/2004,0:00:00,1127,1041,120,728,97,26.5,44.8,1.528,2.1
6/27/2004,1:00:00,1038,950,71,776,75,25.5,47.6,1.5318,1.4
6/27/2004,2:00:00,948,829,40,873,53,25.2,47.8,1.5076,1
6/27/2004,3:00:00,953,844,-200,848,-200,23.2,53.7,1.5046,1
6/27/2004,4:00:00,869,723,34,975,45,23.2,52.3,1.4668,0.8
6/27/2004,5:00:00,809,628,27,1127,42,24,50.3,1.4811,0.5
6/27/2004,6:00:00,833,641,30,1088,44,23.5,51.2,1.4634,0.6
6/27/2004,7:00:00,857,661,40,1083,50,23.5,50.8,1.452,0.6
6/27/2004,8:00:00,966,820,56,913,60,24.7,47.6,1.4597,1
6/27/2004,9:00:00,1063,894,104,823,100,27.2,41.1,1.4611,1.6
6/27/2004,10:00:00,1110,996,121,782,111,31,32.4,1.4294,1.9
6/27/2004,11:00:00,1055,941,100,844,110,35.2,24.8,1.3854,1.7
6/27/2004,12:00:00,939,828,59,991,74,37.8,18.5,1.1977,1.1
6/27/2004,13:00:00,816,684,42,1195,56,39,15.1,1.0424,0.8
6/27/2004,14:00:00,841,712,38,1175,50,41.3,12.8,0.9933,0.7
6/27/2004,15:00:00,842,722,40,1163,54,41.8,11.9,0.9476,0.7
6/27/2004,16:00:00,990,852,70,967,90,42.2,14.2,1.1609,1.2
6/27/2004,17:00:00,1042,894,95,916,109,41.4,15.5,1.2089,1.6
6/27/2004,18:00:00,1089,893,90,879,110,38.9,21.4,1.4605,1.6
6/27/2004,19:00:00,1102,990,90,799,103,34.3,26,1.3865,1.7
6/27/2004,20:00:00,1095,996,111,799,120,32.7,27.7,1.3439,2
6/27/2004,21:00:00,1116,1075,135,761,134,30.5,30.4,1.3031,2.3
6/27/2004,22:00:00,1105,1046,146,777,137,29,33.6,1.3277,2.4
6/27/2004,23:00:00,1018,950,100,830,99,28.2,36.6,1.3781,1.7
6/28/2004,0:00:00,991,896,69,857,78,27.2,38.9,1.3821,1.2
6/28/2004,1:00:00,923,765,47,952,63,26.7,40,1.3754,1
6/28/2004,2:00:00,874,679,26,1049,41,26,41.2,1.3598,0.6
6/28/2004,3:00:00,846,662,-200,1068,-200,22.8,50.1,1.3677,0.5
6/28/2004,4:00:00,838,632,24,1079,39,24,46.6,1.37,0.4
6/28/2004,5:00:00,827,656,55,1075,60,24,46.4,1.3689,0.5
6/28/2004,6:00:00,901,763,47,984,54,23.7,47.1,1.3602,0.7
6/28/2004,7:00:00,1291,1316,209,603,119,23.6,47.3,1.3634,3.2
6/28/2004,8:00:00,1441,1606,348,503,159,25.5,43.1,1.3891,5.6
6/28/2004,9:00:00,1363,1410,337,565,182,28.5,36.8,1.4128,4.6
6/28/2004,10:00:00,1218,1198,280,671,183,32.6,28,1.3566,3.3
6/28/2004,11:00:00,1132,1091,169,751,144,36.3,23.4,1.3902,2.1
6/28/2004,12:00:00,1103,1060,126,770,118,37.5,21.5,1.3673,1.9
6/28/2004,13:00:00,1081,1053,108,770,106,39.6,19,1.3447,1.9
6/28/2004,14:00:00,1079,1018,93,793,97,40.1,19.3,1.4013,1.6
6/28/2004,15:00:00,1167,1087,112,741,129,40.4,20,1.4854,2
6/28/2004,16:00:00,1148,1037,110,772,130,39.9,20.1,1.4495,1.8
6/28/2004,17:00:00,1221,1230,188,670,163,39.1,19.6,1.3542,2.9
6/28/2004,18:00:00,1255,1283,203,640,160,37,21.9,1.3503,3.4
6/28/2004,19:00:00,1245,1287,167,635,140,33.9,26.8,1.3899,3.1
6/28/2004,20:00:00,1162,1151,116,687,115,31.9,30.6,1.4201,2.5
6/28/2004,21:00:00,1079,1020,89,754,92,29.7,33.9,1.3874,1.8
6/28/2004,22:00:00,1091,1038,103,744,99,28.6,36.8,1.416,1.8
6/28/2004,23:00:00,1085,1039,100,745,96,27.8,38.7,1.4187,2
6/29/2004,0:00:00,1050,966,86,780,80,27.8,40,1.4691,1.5
6/29/2004,1:00:00,941,814,52,873,65,27.5,41.3,1.4962,0.8
6/29/2004,2:00:00,891,705,27,980,46,27.3,41.6,1.4906,0.4
6/29/2004,3:00:00,842,624,-200,1080,-200,26,44.2,1.4657,0.3
6/29/2004,4:00:00,850,639,35,1048,57,24.8,48,1.4857,-200
6/29/2004,5:00:00,863,652,42,1055,54,25.9,45.1,1.4889,0.5
6/29/2004,6:00:00,956,784,57,928,62,25.3,47.6,1.5108,0.7
6/29/2004,7:00:00,1384,1391,228,552,102,24.7,49.5,1.5201,3.4
6/29/2004,8:00:00,1502,1631,350,459,140,27.1,43.1,1.5224,5.7
6/29/2004,9:00:00,1219,1163,232,642,121,28.3,39.8,1.5053,3.2
6/29/2004,10:00:00,1237,1157,206,663,132,32.4,32.3,1.5484,2.7
6/29/2004,11:00:00,1181,1078,159,706,122,35.4,27.8,1.5733,2.1
6/29/2004,12:00:00,1251,1154,184,682,148,35.5,27.4,1.5635,2.8
6/29/2004,13:00:00,1214,1170,136,681,133,37.8,24.4,1.5722,2.5
6/29/2004,14:00:00,1166,1062,124,726,130,37.2,25.5,1.5914,2.1
6/29/2004,15:00:00,1226,1157,133,683,141,37.2,25.6,1.6014,2.5
6/29/2004,16:00:00,1265,1229,156,636,172,38,25,1.6312,2.7
6/29/2004,17:00:00,1317,1338,200,593,198,37.1,26.9,1.6635,3.7
6/29/2004,18:00:00,1372,1382,202,568,181,36.9,27.8,1.7099,3.7
6/29/2004,19:00:00,1443,1443,286,543,202,34.7,31.9,1.7325,4.6
6/29/2004,20:00:00,1200,1126,141,664,120,31.9,38.4,1.7897,2.6
6/29/2004,21:00:00,1216,1130,117,655,115,30.5,42.3,1.8173,2.5
6/29/2004,22:00:00,1160,1070,110,687,112,29.3,45.8,1.8362,2.3
6/29/2004,23:00:00,1194,1106,100,667,97,28.2,48.1,1.8144,2.2
6/30/2004,0:00:00,1199,1087,112,658,100,27.3,51,1.8287,2.5
6/30/2004,1:00:00,965,818,35,844,47,26.8,52.4,1.8141,0.9
6/30/2004,2:00:00,961,801,33,850,44,26,54.9,1.8141,0.8
6/30/2004,3:00:00,901,697,-200,952,-200,26.8,51.9,1.8058,0.7
6/30/2004,4:00:00,864,629,28,1052,42,26.9,51.8,1.805,0.5
6/30/2004,5:00:00,952,742,49,892,57,24.6,59.1,1.8013,0.7
6/30/2004,6:00:00,1009,875,81,797,61,26.4,53.1,1.7987,0.9
6/30/2004,7:00:00,1225,1155,178,643,106,27.3,46.4,1.6542,2.2
6/30/2004,8:00:00,1245,1202,223,628,136,28.4,40.4,1.5442,2.8
6/30/2004,9:00:00,1265,1209,290,638,157,30.8,37.1,1.6169,2.9
6/30/2004,10:00:00,1276,1241,274,642,171,34.2,30.7,1.6252,2.9
6/30/2004,11:00:00,1232,1183,278,675,190,37,26.5,1.6352,3
6/30/2004,12:00:00,1193,1097,152,698,155,36.6,27.8,1.676,2.5
6/30/2004,13:00:00,1162,1117,118,700,139,36.9,26.9,1.6477,2.3
6/30/2004,14:00:00,1126,1097,141,723,152,39.3,22.2,1.552,2.1
6/30/2004,15:00:00,1089,993,131,801,143,38.5,22.4,1.5018,1.9
6/30/2004,16:00:00,1134,1073,171,747,168,39.7,20.4,1.4594,2.3
6/30/2004,17:00:00,1388,1418,287,568,226,38.8,24.2,1.6433,4.2
6/30/2004,18:00:00,1506,1499,267,506,207,33.5,38,1.939,4.9
6/30/2004,19:00:00,1352,1385,280,563,197,34,32.9,1.7251,4.9
6/30/2004,20:00:00,1217,1227,224,641,158,31.9,33.7,1.5663,3.5
6/30/2004,21:00:00,1149,1132,137,688,124,30.2,37.6,1.587,2.5
6/30/2004,22:00:00,1156,1129,118,688,110,28.9,41,1.6096,2.5
6/30/2004,23:00:00,1180,1122,128,678,112,27.8,45.2,1.6604,2.6
7/1/2004,0:00:00,1109,1080,111,696,102,27.1,47.4,1.6701,2.3
7/1/2004,1:00:00,1032,974,66,763,77,26.2,49.4,1.6555,1.5
7/1/2004,2:00:00,893,767,36,918,50,26.9,49.3,1.7196,0.9
7/1/2004,3:00:00,848,642,-200,1079,-200,26.3,50.8,1.7058,0.6
7/1/2004,4:00:00,850,664,31,1038,40,24.9,54.6,1.6908,0.6
7/1/2004,5:00:00,938,782,75,879,66,23.4,58.6,1.6651,0.8
7/1/2004,6:00:00,948,828,66,858,60,24.4,55.2,1.6604,0.9
7/1/2004,7:00:00,1225,1214,154,625,85,25.1,54.3,1.7057,2.4
7/1/2004,8:00:00,1380,1359,239,538,120,26.6,51.2,1.7565,3.9
7/1/2004,9:00:00,1276,1138,246,628,134,28.2,47.1,1.7752,2.9
7/1/2004,10:00:00,1246,1093,261,667,149,31.6,39.4,1.7969,2.7
7/1/2004,11:00:00,1141,996,179,767,125,34.2,31.8,1.6837,2
7/1/2004,12:00:00,1199,1124,159,680,132,36.6,27.1,1.6352,2.4
7/1/2004,13:00:00,1156,1056,111,710,114,37.6,26.9,1.715,2
7/1/2004,14:00:00,1158,983,101,751,110,38.1,26.3,1.7213,1.8
