,Suburb,Address,Rooms,Type,Price,Method,SellerG,Date,Distance,Car
10261,Thornbury,43 Wilmoth St,5,h,1050173.344955408,SP,Nelson,4/03/2017,6.5,3.0
10262,Thornbury,40 Wales St,2,h,940000.0,S,Nelson,7/05/2016,6.5,1.0
10263,Thornbury,6/89 Ballantyne St,1,u,270000.0,PI,Nelson,7/11/2016,6.5,1.0
10264,Thornbury,72 Gooch St,3,t,865000.0,PI,Love,7/11/2016,6.5,2.0
10265,Thornbury,19 Hobson St,2,h,700000.0,PI,McGrath,7/11/2016,6.5,1.0
10266,Thornbury,4b Newcastle St,3,t,910000.0,S,Love,7/11/2016,6.5,1.0
10267,Thornbury,2/110 Normanby Av,2,u,491000.0,S,Nelson,7/11/2016,6.5,2.0
10268,Thornbury,9/32 Clarendon St,2,u,532000.0,S,Love,8/10/2016,6.5,2.0
10269,Thornbury,52 Gooch St,3,h,1135000.0,S,Nelson,8/10/2016,6.5,1.0
10270,Thornbury,6/112 Ballantyne St,1,u,260000.0,VB,Fletchers,10/09/2016,6.5,1.0
10271,Thornbury,5/1 Clyde St,2,u,505000.0,SP,McGrath,10/09/2016,6.5,1.0
10272,Thornbury,114 Collins St,4,h,1050173.344955408,SN,Harcourts,10/09/2016,6.5,1.0
10273,Thornbury,111a Darebin Rd,3,h,1010000.0,S,Love,10/09/2016,6.5,2.0
10274,Thornbury,1/121 Darebin Rd,2,h,1050173.344955408,SN,Nelson,10/09/2016,6.5,1.0
10275,Thornbury,95 Normanby Av,3,h,1050173.344955408,SP,Nelson,10/12/2016,6.5,2.0
10276,Thornbury,2/54 Pender St,1,u,365000.0,S,McGrath,10/12/2016,6.5,1.0
10277,Thornbury,178 Clarendon St,3,h,1430000.0,S,Nelson,11/02/2017,6.5,3.0
10278,Thornbury,3/120 Dundas St,2,t,1050173.344955408,PN,Nelson,11/02/2017,6.5,2.0
10279,Thornbury,1/13 Mansfield St,2,u,525500.0,S,Nelson,11/02/2017,6.5,1.0
10280,Thornbury,327 Gillies St,3,h,1210000.0,PI,Nelson,12/06/2016,6.5,2.0
10281,Thornbury,4 Kelvin Gr,2,h,944000.0,SP,Barry,12/06/2016,6.5,1.0
10282,Thornbury,92 Speight St,2,h,970000.0,S,Barry,12/06/2016,6.5,3.0
10283,Thornbury,51 Alston St,3,h,887000.0,S,Love,12/11/2016,6.5,2.0
10284,Thornbury,120 Normanby Av,3,h,1265000.0,S,Woodards,12/11/2016,6.5,2.0
10285,Thornbury,6/75 Pender St,1,u,277500.0,PI,hockingstuart,12/11/2016,6.5,1.0
10286,Thornbury,220a Mansfield St,3,h,701000.0,S,Stockdale,13/08/2016,6.5,2.0
10287,Thornbury,296 Gooch St,2,h,740000.0,S,Harcourts,14/05/2016,6.5,2.0
10288,Thornbury,46 Harold St,2,h,1110000.0,SP,Barry,14/05/2016,6.5,0.0
10289,Thornbury,137 Mansfield St,3,h,2040000.0,S,Barry,14/05/2016,6.5,2.0
10290,Thornbury,269 Mansfield St,4,h,795000.0,S,Love,14/05/2016,6.5,1.0
10291,Thornbury,34a Newman St,2,h,720000.0,PI,Love,14/05/2016,6.5,2.0
10292,Thornbury,1/219 Raleigh St,1,u,332000.0,SP,Harcourts,14/05/2016,6.5,1.0
10293,Thornbury,28 Bradley Av,3,h,1200000.0,S,Nelson,15/10/2016,6.5,2.0
10294,Thornbury,126 Keon St,3,h,1265000.0,S,Jellis,15/10/2016,6.5,2.0
10295,Thornbury,111 Smith St,2,h,1085000.0,S,Nelson,15/10/2016,6.5,2.0
10296,Thornbury,10 Ethel St,3,h,898000.0,S,hockingstuart,16/04/2016,6.5,2.0
10297,Thornbury,22 Gooch St,3,h,1235000.0,S,Jellis,16/04/2016,6.5,1.0
10298,Thornbury,52a Leinster Gr,3,t,910500.0,SP,hockingstuart,16/04/2016,6.5,2.0
10299,Thornbury,37 Lewis St,3,h,995000.0,S,Jellis,16/04/2016,6.5,1.0
10300,Thornbury,84 Raleigh St,2,h,760000.0,S,Nelson,16/04/2016,6.5,0.0
10301,Thornbury,4/305 Rossmoyne St,2,u,505000.0,S,Jellis,16/04/2016,6.5,0.0
10302,Thornbury,11 Clarendon St,3,h,1400000.0,SP,Jellis,17/09/2016,6.5,1.0
10303,Thornbury,55 Comas Gr,3,h,1200000.0,S,Nelson,17/09/2016,6.5,2.0
10304,Thornbury,48 Leinster Gr,3,h,920000.0,S,Nelson,17/09/2016,6.5,2.0
10305,Thornbury,50 Leinster Gr,3,h,1110000.0,S,Nelson,17/09/2016,6.5,1.0
10306,Thornbury,146 Rossmoyne St,3,h,1200000.0,VB,Nelson,17/09/2016,6.5,1.0
10307,Thornbury,1/295 Rossmoyne St,2,u,560000.0,S,Nelson,17/09/2016,6.5,2.0
10308,Thornbury,4/304 Rossmoyne St,2,u,646000.0,S,Love,17/09/2016,6.5,2.0
10309,Thornbury,54 Bradley Av,3,h,1050173.344955408,SP,Nelson,18/03/2017,6.5,2.0
10310,Thornbury,2/2 Dundas St,2,u,450000.0,S,McGrath,18/03/2017,6.5,1.0
10311,Thornbury,59A Fyffe St,3,h,1190000.0,S,McGrath,18/03/2017,6.5,0.0
10312,Thornbury,6 Fyffe St,2,h,1050173.344955408,PI,Jellis,18/03/2017,6.5,1.0
10313,Thornbury,39 Keon St,3,h,1020000.0,S,Nelson,18/03/2017,6.5,1.0
10314,Thornbury,288 Raleigh St,3,h,1050173.344955408,S,Woodards,18/03/2017,6.5,2.0
10315,Thornbury,33 Wales St,3,h,1245000.0,S,hockingstuart,18/03/2017,6.5,1.0
10316,Thornbury,11 Armadale St,3,h,1050173.344955408,S,Jellis,18/06/2016,6.5,2.0
10317,Thornbury,4/77 Pender St,2,u,350000.0,PI,Brace,18/06/2016,6.5,1.0
10318,Thornbury,175 Riley St,2,h,1065000.0,S,Thomas,18/06/2016,6.5,2.0
10319,Thornbury,6/267 Rossmoyne St,2,u,571750.0,SP,hockingstuart,18/06/2016,6.5,1.0
10320,Thornbury,15/58 Clarendon St,2,u,1050173.344955408,PI,C21,19/11/2016,6.5,2.0
10321,Thornbury,314A Gillies St,2,h,874000.0,S,Love,19/11/2016,6.5,2.0
10322,Thornbury,152 Gooch St,3,h,1427000.0,S,Nelson,19/11/2016,6.5,1.0
10323,Thornbury,13a Hammond St,3,h,1050173.344955408,SP,McGrath,19/11/2016,6.5,2.0
10324,Thornbury,8/14 Hutton St,1,u,295000.0,S,LITTLE,19/11/2016,6.5,1.0
10325,Thornbury,3/57 Pender St,1,u,383000.0,S,Love,19/11/2016,6.5,1.0
10326,Thornbury,36 Rossmoyne St,2,h,1164000.0,S,Jellis,19/11/2016,6.5,0.0
10327,Thornbury,2/143 Smith St,1,u,315000.0,S,Harcourts,19/11/2016,6.5,1.0
10328,Thornbury,2/38 Woolton Av,2,u,422000.0,SP,Harcourts,19/11/2016,6.5,2.0
10329,Thornbury,8/89 Ballantyne St,1,u,245000.0,VB,Love,22/05/2016,6.5,1.0
10330,Thornbury,144 Clarendon St,3,h,1290000.0,SP,Barry,22/05/2016,6.5,2.0
10331,Thornbury,2/121 Darebin Rd,2,u,605000.0,S,Barry,22/05/2016,6.5,1.0
10332,Thornbury,1/25 Martin St,2,u,501000.0,S,Harcourts,22/05/2016,6.5,2.0
10333,Thornbury,2/104 Keon St,2,u,450000.0,PI,Nelson,22/08/2016,6.5,1.0
10334,Thornbury,279 Mansfield St,2,h,900000.0,S,Nelson,22/08/2016,6.5,1.0
10335,Thornbury,51 Martin St,3,h,1620000.0,S,Nelson,22/08/2016,6.5,2.0
10336,Thornbury,7/67 Pender St,2,u,438000.0,SP,Love,22/08/2016,6.5,1.0
10337,Thornbury,138 Raleigh St,2,h,1143000.0,S,Ray,22/08/2016,6.5,2.0
10338,Thornbury,16/37 Woolton Av,1,u,360000.0,PI,Nelson,22/08/2016,6.5,2.0
10339,Thornbury,43 Ballantyne St,2,h,925000.0,S,Holland,24/09/2016,6.5,1.0
10340,Thornbury,50b Clyde St,3,h,1250000.0,VB,Nelson,24/09/2016,6.5,3.0
10341,Thornbury,56a Leinster Gr,3,t,1070000.0,S,Jellis,24/09/2016,6.5,2.0
10342,Thornbury,4/77 Pender St,2,u,371000.0,S,Brace,24/09/2016,6.5,1.0
10343,Thornbury,109 Rossmoyne St,3,h,1570000.0,SP,McGrath,24/09/2016,6.5,1.0
10344,Thornbury,4/85 St David St,2,u,486000.0,S,Nelson,24/09/2016,6.5,1.0
10345,Thornbury,85A Clyde St,3,t,1100000.0,VB,Jellis,25/02/2017,6.5,2.0
10346,Thornbury,29 Collins St,2,h,1211000.0,S,hockingstuart,25/02/2017,6.5,0.0
10347,Thornbury,7/9 Hammond St,2,u,466000.0,S,Woodards,25/02/2017,6.5,1.0
10348,Thornbury,45A Harold St,3,h,1280000.0,S,Jellis,25/02/2017,6.5,1.0
10349,Thornbury,42 Mansfield St,4,h,1478000.0,SP,Jellis,25/02/2017,6.5,0.0
10350,Thornbury,3/110 Normanby Av,2,u,490000.0,S,Jellis,25/02/2017,6.5,2.0
10351,Thornbury,172 Rossmoyne St,3,h,1280000.0,SP,McGrath,25/02/2017,6.5,2.0
10352,Thornbury,3/267 Rossmoyne St,2,u,1050173.344955408,SP,Jellis,25/02/2017,6.5,1.0
10353,Thornbury,39 Smith St,3,h,1913000.0,S,McGrath,25/02/2017,6.5,2.0
10354,Thornbury,108 Wales St,3,t,1050173.344955408,SN,C21,25/02/2017,6.5,2.0
10355,Thornbury,11 Martin St,3,h,1272000.0,S,Jellis,26/07/2016,6.5,0.0
10356,Thornbury,6 Martin St,2,h,972000.0,S,Jellis,26/07/2016,6.5,0.0
10357,Thornbury,337 Rossmoyne St,4,h,928500.0,S,Barry,26/07/2016,6.5,2.0
10358,Thornbury,234 Collins St,3,h,1050173.344955408,SN,Ray,27/06/2016,6.5,1.0
10359,Thornbury,5/82 Gooch St,2,u,432500.0,S,Barry,27/06/2016,6.5,1.0
10360,Thornbury,2/54 Pender St,1,u,330000.0,PI,Barry,27/06/2016,6.5,1.0
10361,Thornbury,331 Raleigh St,3,h,1050173.344955408,SN,Miles,27/06/2016,6.5,2.0
10362,Thornbury,172 Rossmoyne St,3,h,1200000.0,VB,Nelson,27/06/2016,6.5,2.0
10363,Thornbury,67/337 Station St,2,u,510000.0,SP,hockingstuart,27/06/2016,6.5,1.0
10364,Thornbury,129 Clarendon St,3,h,1370000.0,S,Jellis,27/11/2016,6.5,3.0
10365,Thornbury,316 Gillies St,4,h,1050173.344955408,S,Jellis,27/11/2016,6.5,2.0
10366,Thornbury,13a hammond St,3,h,1470000.0,SP,McGrath,27/11/2016,6.5,2.0
10367,Thornbury,8/77 Pender St,1,u,303500.0,SP,Woodards,27/11/2016,6.5,1.0
10368,Thornbury,386 Station St,3,h,1160000.0,SP,McGrath,27/11/2016,6.5,2.0
10369,Thornbury,206 Dundas St,5,h,1050173.344955408,PI,Nelson,28/05/2016,6.5,6.0
10370,Thornbury,5/67 Flinders St,2,u,601000.0,S,Barry,28/05/2016,6.5,1.0
10371,Thornbury,119 Rennie St,3,h,1050173.344955408,SN,Brace,28/05/2016,6.5,3.0
10372,Thornbury,85 Rossmoyne St,3,h,1050173.344955408,SN,Nelson,28/05/2016,6.5,2.0
10373,Thornbury,285 Victoria Rd,4,h,1050173.344955408,SN,Jellis,28/05/2016,6.5,1.0
10374,Thornbury,76 Alston Ct,4,h,1050173.344955408,SN,Nelson,28/08/2016,6.5,1.0
10375,Thornbury,2/167 Darebin Rd,2,u,1050173.344955408,PI,McGrath,28/08/2016,6.5,2.0
10376,Thornbury,46 Rennie St,3,h,1430000.0,S,Nelson,28/08/2016,6.5,2.0
10377,Thornbury,126 Smith St,3,h,1380000.0,SP,Jellis,28/08/2016,6.5,1.0
10378,Thornbury,20 Mansfield St,3,h,1050173.344955408,S,Jellis,30/07/2016,6.5,3.0
10379,Thornbury,31 Newman St,3,h,1200000.0,PI,Jellis,30/07/2016,6.5,1.0
10380,Toorak,1/21 Albany Rd,3,u,1050173.344955408,SP,Kay,3/09/2016,4.6,0.0
10381,Toorak,10 Cloverdale Av,2,h,1050173.344955408,PI,Kay,3/12/2016,4.6,2.0
10382,Toorak,9 Devorgilla Av,3,h,4300000.0,VB,Kay,3/12/2016,4.6,2.0
10383,Toorak,1/3 Glover Ct,3,h,1435000.0,S,RT,3/12/2016,4.6,0.0
10384,Toorak,10 Myoora Rd,4,h,5500000.0,VB,Marshall,3/12/2016,4.6,2.0
10385,Toorak,16/3 Tahara Rd,1,u,546000.0,S,LITTLE,3/12/2016,4.6,1.0
10386,Toorak,232 Williams Rd,3,h,1635000.0,S,Marshall,3/12/2016,4.6,2.0
10387,Toorak,49 Canterbury Rd,3,h,1050173.344955408,VB,Kay,4/03/2017,4.6,0.0
10388,Toorak,4/18 Lansell Rd,3,u,1050173.344955408,S,Marshall,4/03/2017,4.6,2.0
10389,Toorak,2/635 Malvern Rd,2,u,876000.0,S,Jellis,4/03/2017,4.6,1.0
10390,Toorak,7/765 Malvern Rd,2,u,620000.0,S,hockingstuart,4/03/2017,4.6,1.0
10391,Toorak,31 Mathoura Rd,4,h,1050173.344955408,SN,RT,4/03/2017,4.6,2.0
10392,Toorak,6/9 Monomeath Av,3,u,1050173.344955408,SN,RT,4/03/2017,4.6,2.0
10393,Toorak,684 Orrong Rd,4,h,5500000.0,S,Marshall,4/03/2017,4.6,5.0
10394,Toorak,13 Ruabon Rd,2,h,1300000.0,VB,David,4/03/2017,4.6,0.0
10395,Toorak,16 Tashinny Rd,3,h,1689000.0,S,Kay,4/03/2017,4.6,0.0
10396,Toorak,34/530 Toorak Rd,2,u,517500.0,S,hockingstuart,4/03/2017,4.6,1.0
10397,Toorak,4/568 Toorak Rd,3,u,1100000.0,VB,Rodney,4/03/2017,4.6,1.0
10398,Toorak,7/12 Trawalla Av,1,u,750000.0,PI,Williams,4/03/2017,4.6,2.0
10399,Toorak,11/14 Lansell Rd,3,u,1101000.0,SP,hockingstuart,4/06/2016,4.6,2.0
10400,Toorak,2/29 May Rd,1,u,430000.0,PI,Dixon,4/06/2016,4.6,1.0
10401,Toorak,5/698 Orrong Rd,2,u,1050173.344955408,S,hockingstuart,4/06/2016,4.6,1.0
10402,Toorak,7/3 Tahara Rd,2,u,701500.0,S,Kay,4/06/2016,4.6,1.0
10403,Toorak,4/8 Bruce St,2,u,925000.0,S,RT,6/08/2016,4.6,2.0
10404,Toorak,10/1 Ruabon Rd,2,u,450000.0,PI,Rodney,6/08/2016,4.6,1.0
10405,Toorak,15/24 Springfield Av,2,u,750000.0,S,Rodney,6/08/2016,4.6,2.0
10406,Toorak,1/21 Bruce St,1,u,349000.0,PI,Williams,7/05/2016,4.6,1.0
10407,Toorak,29 Canterbury Rd,2,h,1050173.344955408,SP,Jellis,7/05/2016,4.6,2.0
10408,Toorak,10 Cole Ct,3,h,1050173.344955408,PI,RT,7/05/2016,4.6,2.0
10409,Toorak,5/8 Devorgilla Av,2,h,1050173.344955408,S,RT,7/05/2016,4.6,2.0
10410,Toorak,4 Ledbury Ct,5,h,1050173.344955408,SN,Kay,7/05/2016,4.6,2.0
10411,Toorak,23 Montalto Av,5,h,1050173.344955408,PI,RT,7/05/2016,4.6,2.0
10412,Toorak,1/53 Grange Rd,2,u,838000.0,S,hockingstuart,7/11/2016,4.6,1.0
10413,Toorak,27/789 Malvern Rd,2,u,380000.0,PI,Rodney,7/11/2016,4.6,1.0
10414,Toorak,4/14 Trawalla Av,3,t,1800000.0,S,RT,7/11/2016,4.6,2.0
10415,Toorak,3/10 Bruce St,2,u,1050173.344955408,S,Caine,8/10/2016,4.6,2.0
10416,Toorak,8/2 Douglas St,1,u,462800.0,SP,hockingstuart,8/10/2016,4.6,1.0
10417,Toorak,8/1085 Malvern Rd,3,u,1050173.344955408,SP,RT,8/10/2016,4.6,2.0
10418,Toorak,2/703 Orrong Rd,2,u,1450000.0,PI,Williams,8/10/2016,4.6,2.0
10419,Toorak,4/530 Toorak Rd,2,u,1050173.344955408,S,hockingstuart,8/10/2016,4.6,3.0
10420,Toorak,5 Berenice Tce,4,h,4000000.0,VB,Jellis,10/09/2016,4.6,2.0
10421,Toorak,1 Grosvenor Ct,3,u,1635000.0,S,Sotheby's,10/09/2016,4.6,0.0
10422,Toorak,4/48 Lansell Rd,3,u,1560000.0,SP,Castran,10/09/2016,4.6,2.0
10423,Toorak,5/755 Malvern Rd,3,t,2400000.0,S,Castran,10/09/2016,4.6,2.0
10424,Toorak,11/789 Malvern Rd,1,u,345000.0,S,Woodards,10/09/2016,4.6,1.0
10425,Toorak,11/41 Tintern Av,2,u,775000.0,S,hockingstuart,10/09/2016,4.6,2.0
10426,Toorak,7a Woorigoleen Rd,3,t,2650000.0,VB,Jellis,10/09/2016,4.6,2.0
10427,Toorak,6/30 Lansell Rd,2,u,1330000.0,S,Marshall,10/12/2016,4.6,2.0
10428,Toorak,10/48 Lansell Rd,3,u,1050173.344955408,SP,Castran,10/12/2016,4.6,2.0
10429,Toorak,4 Matthews Ct,3,h,2820000.0,PI,Kay,10/12/2016,4.6,2.0
10430,Toorak,5/536 Toorak Rd,2,u,1050173.344955408,SP,hockingstuart,10/12/2016,4.6,1.0
10431,Toorak,5 Wannon Ct,4,h,1050173.344955408,SN,Kay,10/12/2016,4.6,2.0
10432,Toorak,4/264 Williams Rd,2,u,810000.0,SP,Jellis,10/12/2016,4.6,2.0
10433,Toorak,292 Williams Rd,4,h,1050173.344955408,SP,Marshall,10/12/2016,4.6,2.0
10434,Toorak,7 Monomeath Av,3,h,3850000.0,S,RT,11/03/2017,4.6,2.0
10435,Toorak,296A Williams Rd,3,h,2840000.0,PI,Marshall,11/03/2017,4.6,4.0
10436,Toorak,11 Church St,3,t,2700000.0,VB,Kay,12/06/2016,4.6,2.0
10437,Toorak,21a Douglas St,4,h,1050173.344955408,PI,RT,12/11/2016,4.6,2.0
10438,Toorak,9 Glyndebourne Av,4,h,1050173.344955408,S,RT,12/11/2016,4.6,2.0
10439,Toorak,19/36 Grange Rd,1,u,515501.0,SP,hockingstuart,12/11/2016,4.6,1.0
10440,Toorak,2/76 Mathoura Rd,1,u,611000.0,SP,hockingstuart,12/11/2016,4.6,1.0
10441,Toorak,16/637 Orrong Rd,2,u,1050173.344955408,S,Jellis,12/11/2016,4.6,1.0
10442,Toorak,226 Williams Rd,4,h,1050173.344955408,S,Jellis,12/11/2016,4.6,2.0
10443,Toorak,54 Irving Rd,2,t,1050173.344955408,S,Marshall,13/08/2016,4.6,2.0
10444,Toorak,1 Ross St,4,h,4000000.0,VB,Kay,13/08/2016,4.6,4.0
10445,Toorak,7/413 Toorak Rd,2,u,1050173.344955408,S,Kay,13/08/2016,4.6,2.0
10446,Toorak,8/5 Gordon St,1,u,405000.0,PI,Jellis,14/05/2016,4.6,1.0
10447,Toorak,623 Malvern Rd,3,h,1050173.344955408,SP,Jellis,14/05/2016,4.6,0.0
10448,Toorak,28/703 Orrong Rd,2,u,1050173.344955408,S,Marshall,14/05/2016,4.6,2.0
10449,Toorak,737 Orrong Rd,3,h,1050173.344955408,SP,RT,14/05/2016,4.6,2.0
10450,Toorak,2/35 Tintern Av,2,u,1050173.344955408,SN,Abercromby's,14/05/2016,4.6,2.0
10451,Toorak,17 Albany Rd,3,h,6250000.0,S,Kay,15/10/2016,4.6,2.0
10452,Toorak,23 Canberra Rd,4,h,4500000.0,PI,RT,15/10/2016,4.6,2.0
10453,Toorak,28 Church St,4,h,2025000.0,PI,Sotheby's,15/10/2016,4.6,2.0
10454,Toorak,7/36 Grange Rd,1,u,541000.0,S,Jellis,15/10/2016,4.6,1.0
10455,Toorak,4/83 Grange Rd,3,t,1550000.0,VB,Kay,15/10/2016,4.6,2.0
10456,Toorak,3/1085 Malvern Rd,3,u,2205000.0,S,Jellis,15/10/2016,4.6,2.0
10457,Toorak,18/703 Orrong Rd,2,u,1100000.0,VB,David,15/10/2016,4.6,2.0
10458,Toorak,12/1 Ruabon Rd,2,u,490000.0,PI,Thomson,15/10/2016,4.6,1.0
10459,Toorak,74/546 Toorak Rd,3,u,1050173.344955408,SN,Kay,15/10/2016,4.6,2.0
10460,Toorak,719a Malvern Rd,3,h,1300000.0,SP,Biggin,16/04/2016,4.6,1.0
10461,Toorak,7/767 Malvern Rd,2,u,1050173.344955408,SP,Thomson,16/04/2016,4.6,1.0
10462,Toorak,5 Kyeamba Gr,3,t,2050000.0,S,Rodney,17/09/2016,4.6,2.0
10463,Toorak,3 Mell St,5,h,2170000.0,S,Matthew,17/09/2016,4.6,0.0
10464,Toorak,205/1 Wallace Av,3,u,2100000.0,VB,RT,17/09/2016,4.6,2.0
10465,Toorak,11/38 Grange Rd,3,u,950000.0,S,hockingstuart,18/03/2017,4.6,1.0
10466,Toorak,10 Highgate Hl,4,h,1050173.344955408,PI,Marshall,18/03/2017,4.6,2.0
10467,Toorak,1 Myvore Ct,4,h,1050173.344955408,SP,RT,18/03/2017,4.6,2.0
10468,Toorak,22/530 Toorak Rd,2,u,531000.0,S,Morleys,18/03/2017,4.6,1.0
10469,Toorak,10/27 Wallace Av,2,u,1050173.344955408,SN,hockingstuart,18/03/2017,4.6,2.0
10470,Toorak,16 Chastleton Av,4,h,5020000.0,S,Kay,18/06/2016,4.6,2.0
10471,Toorak,16/14 Lansell Rd,2,u,705000.0,S,RT,18/06/2016,4.6,2.0
10472,Toorak,3/765 Malvern Rd,2,u,575000.0,S,Luxe,18/06/2016,4.6,1.0
10473,Toorak,17/34 Mathoura Rd,1,u,366000.0,S,Jellis,18/06/2016,4.6,1.0
10474,Toorak,7 Power Av,5,h,1050173.344955408,S,Kay,18/06/2016,4.6,2.0
10475,Toorak,28 Warra St,4,h,2620000.0,S,Jellis,18/06/2016,4.6,2.0
10476,Toorak,296b Williams Rd,3,t,1050173.344955408,PI,Marshall,18/06/2016,4.6,3.0
10477,Toorak,13 Bruce St,3,h,1900000.0,VB,Castran,19/11/2016,4.6,1.0
10478,Toorak,2/19 Bruce St,2,t,1210000.0,PI,Kay,19/11/2016,4.6,2.0
10479,Toorak,3 Lawrenny Ct,3,h,3500000.0,VB,RT,19/11/2016,4.6,2.0
10480,Toorak,4 Nola Ct,4,h,4000000.0,S,Rodney,19/11/2016,4.6,2.0
10481,Toorak,6 Woodside Cr,3,h,2800000.0,S,Jellis,19/11/2016,4.6,2.0
10482,Toorak,8/17 Myoora Rd,2,u,540000.0,VB,Hodges,22/05/2016,4.6,1.0
10483,Toorak,1/24 Tintern Av,3,u,1050000.0,S,Greg,22/05/2016,4.6,2.0
10484,Toorak,508 Toorak Rd,6,u,1050173.344955408,S,Kay,22/05/2016,4.6,0.0
10485,Toorak,1/183 Kooyong Rd,2,u,857000.0,S,Walsh,22/08/2016,4.6,0.0
10486,Toorak,3/11 Lascelles Av,3,u,1050173.344955408,SN,Abercromby's,22/08/2016,4.6,2.0
10487,Toorak,3 Vista Gr,4,h,1050173.344955408,S,Marshall,22/08/2016,4.6,2.0
10488,Toorak,14/27 Wallace Av,1,u,525000.0,PI,Biggin,22/08/2016,4.6,2.0
10489,Toorak,6 Leighton Ct,3,h,4200000.0,S,Melbourne,23/04/2016,4.6,2.0
10490,Toorak,2/9 Tintern Av,3,u,1050173.344955408,SP,RT,24/09/2016,4.6,2.0
10491,Toorak,2/9 Tintern Av,3,u,851000.0,SP,RT,24/09/2016,4.6,2.0
10492,Toorak,1A Boandyne Ct,2,h,3260000.0,S,Marshall,25/02/2017,4.6,2.0
10493,Toorak,4/641 Malvern Rd,2,u,1050173.344955408,SP,Marshall,25/02/2017,4.6,1.0
10494,Toorak,15/76 Mathoura Rd,2,u,1050173.344955408,S,hockingstuart,25/02/2017,4.6,1.0
10495,Toorak,12 Mell St,2,h,1900000.0,S,Kay,25/02/2017,4.6,0.0
10496,Toorak,9/28 Power St,2,u,690000.0,S,Prowse,25/02/2017,4.6,1.0
10497,Toorak,20 Sargood St,2,t,2100000.0,PI,Abercromby's,25/02/2017,4.6,3.0
10498,Toorak,13 Struan St,3,h,1050173.344955408,SS,Kay,25/02/2017,4.6,2.0
10499,Toorak,4/26 Tintern Av,2,u,1940000.0,S,Kay,25/02/2017,4.6,2.0
10500,Toorak,16/36 Grange Rd,1,u,460000.0,PI,hockingstuart,26/07/2016,4.6,1.0
10501,Toorak,16 Glyndebourne Av,2,h,1950000.0,S,Rodney,27/06/2016,4.6,2.0
10502,Toorak,15/703 Orrong Rd,2,u,1400000.0,PI,Williams,27/06/2016,4.6,2.0
10503,Toorak,23/530 Toorak Rd,2,u,511000.0,SP,Morleys,27/06/2016,4.6,2.0
10504,Toorak,1/558 Toorak Rd,2,u,645000.0,SP,Marshall,27/06/2016,4.6,1.0
10505,Toorak,2/125 Canterbury Rd,2,u,1050173.344955408,VB,Kay,27/11/2016,4.6,2.0
10506,Toorak,46 Evelina Rd,6,h,1050173.344955408,SP,RT,27/11/2016,4.6,0.0
10507,Toorak,26 Grange Rd,4,h,1050173.344955408,VB,Kay,27/11/2016,4.6,2.0
10508,Toorak,7/153 Kooyong Rd,2,u,870000.0,SP,hockingstuart,27/11/2016,4.6,2.0
10509,Toorak,6/579 Toorak Rd,2,u,1050173.344955408,S,Marshall,27/11/2016,4.6,1.0
10510,Toorak,10/264 Williams Rd,3,t,910000.0,PI,Marshall,27/11/2016,4.6,2.0
10511,Toorak,28 Bruce St,3,h,2250000.0,SP,Castran,28/05/2016,4.6,2.0
10512,Toorak,21 Power Av,4,h,1050173.344955408,S,Marshall,28/05/2016,4.6,2.0
10513,Toorak,37 Tintern Av,3,h,5000000.0,VB,Kay,28/05/2016,4.6,2.0
10514,Toorak,10/530 Toorak Rd,2,u,525000.0,S,Jellis,28/05/2016,4.6,1.0
10515,Toorak,1/568 Toorak Rd,3,u,1050173.344955408,SP,Jellis,28/05/2016,4.6,1.0
10516,Toorak,16 Cole Ct,3,h,3270000.0,S,Marshall,28/08/2016,4.6,1.0
10517,Toorak,2 Duffryn Pl,4,h,1050173.344955408,SP,Marshall,28/08/2016,4.6,2.0
10518,Toorak,6/183 Kooyong Rd,2,u,866000.0,S,Marshall,30/07/2016,4.6,0.0
10519,Toorak,18/637 Orrong Rd,2,u,1050173.344955408,S,Jellis,30/07/2016,4.6,0.0
10520,Toorak,3 Ruabon Rd,3,h,1170000.0,S,Fletchers,30/07/2016,4.6,1.0
10521,Toorak,11/24 Springfield Av,2,u,1000000.0,S,Jellis,30/07/2016,4.6,2.0
10522,Toorak,3/625 Toorak Rd,2,u,920000.0,S,RT,30/07/2016,4.6,1.0
10523,Viewbank,52 Rosemar Cct,4,h,910000.0,S,Miles,3/09/2016,13.8,2.0
10524,Viewbank,4 The Glade,3,h,960000.0,S,Miles,3/09/2016,13.8,2.0
10525,Viewbank,3/23 Christine St,2,u,556000.0,S,Ray,3/12/2016,13.8,1.0
10526,Viewbank,42 Graham Rd,4,h,1010000.0,S,Miles,3/12/2016,13.8,2.0
10527,Viewbank,163 Martins La,5,h,1050173.344955408,SP,Barry,3/12/2016,13.8,2.0
10528,Viewbank,81 Martins La,3,h,880000.0,SP,Buckingham,3/12/2016,13.8,4.0
10529,Viewbank,85 Martins La,4,h,920250.0,S,Nelson,4/03/2017,13.8,2.0
10530,Viewbank,9 Rosebud Pde,4,h,1080000.0,S,Miles,4/03/2017,13.8,2.0
10531,Viewbank,37 Eamon Dr,3,h,770000.0,S,Barry,4/06/2016,13.8,2.0
10532,Viewbank,14 Rosemary Ct,4,h,730000.0,PI,Miles,4/06/2016,13.8,1.0
10533,Viewbank,24 Martins La,3,h,820000.0,S,Nelson,6/08/2016,13.8,2.0
10534,Viewbank,26 Lyon Rd,4,h,1102500.0,S,Miles,7/05/2016,13.8,1.0
